probe,BLOCK_SIZE,n,bench_simtime_avg,bench_simtime_min,bench_simtime_max
commit,1048576,1441,0.00017411,0.00017411,0.00017411
commit,1048576,1442,0.000165058,0.000165058,0.000165058
commit,1048576,1443,0.00017499,0.00017499,0.00017499
commit,1048576,1444,0.0001684,0.0001684,0.0001684
commit,1048576,1445,0.00018466,0.00018466,0.00018466
commit,1048576,1446,0.000165058,0.000165058,0.000165058
commit,1048576,1447,0.000174288,0.000174288,0.000174288
commit,1048576,1448,0.00018774,0.00018774,0.00018774
commit,1048576,1449,0.00016752,0.00016752,0.00016752
commit,1048576,145,0.000127174,0.000127174,0.000127174
commit,1048576,1450,0.00016796,0.00016796,0.00016796
commit,1048576,1451,0.000163476,0.000163476,0.000163476
commit,1048576,1452,0.000186242,0.000186242,0.000186242
commit,1048576,1453,0.000158814,0.000158814,0.000158814
commit,1048576,1454,0.00015082,0.00015082,0.00015082
commit,1048576,1455,0.000175168,0.000175168,0.000175168
commit,1048576,1456,0.000165498,0.000165498,0.000165498
commit,1048576,1457,0.00016708,0.00016708,0.00016708
commit,1048576,1458,0.000166818,0.000166818,0.000166818
commit,1048576,1459,0.000169982,0.000169982,0.000169982
commit,1048576,146,0.000104764,0.000104764,0.000104764
commit,1048576,1460,0.00016664,0.00016664,0.00016664
commit,1048576,1461,0.00016664,0.00016664,0.00016664
commit,1048576,1462,0.000155388,0.000155388,0.000155388
commit,1048576,1463,0.000184922,0.000184922,0.000184922
commit,1048576,1464,0.000155304,0.000155304,0.000155304
commit,1048576,1465,0.000187562,0.000187562,0.000187562
commit,1048576,1466,0.00017411,0.00017411,0.00017411
commit,1048576,1467,0.00016884,0.00016884,0.00016884
commit,1048576,1468,0.00017719,0.00017719,0.00017719
commit,1048576,1469,0.000167698,0.000167698,0.000167698
commit,1048576,147,0.000118384,0.000118384,0.000118384
commit,1048576,1470,0.000184042,0.000184042,0.000184042
commit,1048576,1471,0.000161632,0.000161632,0.000161632
commit,1048576,1472,0.00016664,0.00016664,0.00016664
commit,1048576,1473,0.000178332,0.000178332,0.000178332
commit,1048576,1474,0.000190726,0.000190726,0.000190726
commit,1048576,1475,0.00016576,0.00016576,0.00016576
commit,1048576,1476,0.000173408,0.000173408,0.000173408
commit,1048576,1477,0.00017587,0.00017587,0.00017587
commit,1048576,1478,0.000190726,0.000190726,0.000190726
commit,1048576,1479,0.000172444,0.000172444,0.000172444
commit,1048576,148,0.000120584,0.000120584,0.000120584
commit,1048576,1480,0.000168138,0.000168138,0.000168138
commit,1048576,1481,0.00018246,0.00018246,0.00018246
commit,1048576,1482,0.000165938,0.000165938,0.000165938
commit,1048576,1483,0.000157588,0.000157588,0.000157588
commit,1048576,1484,0.00016576,0.00016576,0.00016576
commit,1048576,1485,0.00017587,0.00017587,0.00017587
commit,1048576,1486,0.00017631,0.00017631,0.00017631
commit,1048576,1487,0.000169542,0.000169542,0.000169542
commit,1048576,1488,0.000158028,0.000158028,0.000158028
commit,1048576,1489,0.00016708,0.00016708,0.00016708
commit,1048576,149,0.000129374,0.000129374,0.000129374
commit,1048576,1490,0.000180878,0.000180878,0.000180878
commit,1048576,1491,0.000178772,0.000178772,0.000178772
commit,1048576,1492,0.000160228,0.000160228,0.000160228
commit,1048576,1493,0.00016444,0.00016444,0.00016444
commit,1048576,1494,0.000155828,0.000155828,0.000155828
commit,1048576,1495,0.000159348,0.000159348,0.000159348
commit,1048576,1496,0.000173324,0.000173324,0.000173324
commit,1048576,1497,0.000166378,0.000166378,0.000166378
commit,1048576,1498,0.000174288,0.000174288,0.000174288
commit,1048576,1499,0.000176048,0.000176048,0.000176048
commit,1048576,15,8.5864e-05,8.5864e-05,8.5864e-05
commit,1048576,150,0.000120584,0.000120584,0.000120584
commit,1048576,1500,0.000158468,0.000158468,0.000158468
commit,1048576,1501,0.00016005,0.00016005,0.00016005
commit,1048576,1502,0.000154162,0.000154162,0.000154162
commit,1048576,1503,0.000155126,0.000155126,0.000155126
commit,1048576,1504,0.000156446,0.000156446,0.000156446
commit,1048576,1505,0.000169804,0.000169804,0.000169804
commit,1048576,1506,0.000182816,0.000182816,0.000182816
commit,1048576,1507,0.000162156,0.000162156,0.000162156
commit,1048576,1508,0.000157148,0.000157148,0.000157148
commit,1048576,1509,0.000177452,0.000177452,0.000177452
commit,1048576,151,0.000122774,0.000122774,0.000122774
commit,1048576,1510,0.000169542,0.000169542,0.000169542
commit,1048576,1511,0.000168138,0.000168138,0.000168138
commit,1048576,1512,0.000154686,0.000154686,0.000154686
commit,1048576,1513,0.000154068,0.000154068,0.000154068
commit,1048576,1514,0.000183958,0.000183958,0.000183958
commit,1048576,1515,0.000183958,0.000183958,0.000183958
commit,1048576,1516,0.000165498,0.000165498,0.000165498
commit,1048576,1517,0.000149678,0.000149678,0.000149678
commit,1048576,1518,0.00015829,0.00015829,0.00015829
commit,1048576,1519,0.000170862,0.000170862,0.000170862
commit,1048576,152,0.000129814,0.000129814,0.000129814
commit,1048576,1520,0.000165676,0.000165676,0.000165676
commit,1048576,1521,0.000175608,0.000175608,0.000175608
commit,1048576,1522,0.00015829,0.00015829,0.00015829
commit,1048576,1523,0.000180878,0.000180878,0.000180878
commit,1048576,1524,0.000152664,0.000152664,0.000152664
commit,1048576,1525,0.000160312,0.000160312,0.000160312
commit,1048576,1526,0.000183078,0.000183078,0.000183078
commit,1048576,1527,0.000176048,0.000176048,0.000176048
commit,1048576,1528,0.00015917,0.00015917,0.00015917
commit,1048576,1529,0.00017675,0.00017675,0.00017675
commit,1048576,153,0.000129374,0.000129374,0.000129374
commit,1048576,1530,0.000180794,0.000180794,0.000180794
commit,1048576,1531,0.000164796,0.000164796,0.000164796
commit,1048576,1532,0.000171124,0.000171124,0.000171124
commit,1048576,1533,0.000184482,0.000184482,0.000184482
commit,1048576,1534,0.000190024,0.000190024,0.000190024
commit,1048576,1535,0.000170684,0.000170684,0.000170684
commit,1048576,1536,0.000178332,0.000178332,0.000178332
commit,1048576,1537,0.00018158,0.00018158,0.00018158
commit,1048576,1538,0.000157588,0.000157588,0.000157588
commit,1048576,1539,0.000183078,0.000183078,0.000183078
commit,1048576,154,0.000112674,0.000112674,0.000112674
commit,1048576,1540,0.00016488,0.00016488,0.00016488
commit,1048576,1541,0.00016752,0.00016752,0.00016752
commit,1048576,1542,0.000159432,0.000159432,0.000159432
commit,1048576,1543,0.000157326,0.000157326,0.000157326
commit,1048576,1544,0.000165676,0.000165676,0.000165676
commit,1048576,1545,0.00017587,0.00017587,0.00017587
commit,1048576,1546,0.0001684,0.0001684,0.0001684
commit,1048576,1547,0.00017323,0.00017323,0.00017323
commit,1048576,1548,0.000158908,0.000158908,0.000158908
commit,1048576,1549,0.000156446,0.000156446,0.000156446
commit,1048576,155,0.000130694,0.000130694,0.000130694
commit,1048576,1550,0.00015741,0.00015741,0.00015741
commit,1048576,1551,0.00015961,0.00015961,0.00015961
commit,1048576,1552,0.000183078,0.000183078,0.000183078
commit,1048576,1553,0.000156006,0.000156006,0.000156006
commit,1048576,1554,0.000176928,0.000176928,0.000176928
commit,1048576,1555,0.000159872,0.000159872,0.000159872
commit,1048576,1556,0.000182198,0.000182198,0.000182198
commit,1048576,1557,0.000168138,0.000168138,0.000168138
commit,1048576,1558,0.000158028,0.000158028,0.000158028
commit,1048576,1559,0.0001684,0.0001684,0.0001684
commit,1048576,156,0.000112234,0.000112234,0.000112234
commit,1048576,1560,0.00017631,0.00017631,0.00017631
commit,1048576,1561,0.000163916,0.000163916,0.000163916
commit,1048576,1562,0.000165676,0.000165676,0.000165676
commit,1048576,1563,0.000167436,0.000167436,0.000167436
commit,1048576,1564,0.0001684,0.0001684,0.0001684
commit,1048576,1565,0.000177892,0.000177892,0.000177892
commit,1048576,1566,0.00017543,0.00017543,0.00017543
commit,1048576,1567,0.000169102,0.000169102,0.000169102
commit,1048576,1568,0.000193272,0.000193272,0.000193272
commit,1048576,1569,0.000168662,0.000168662,0.000168662
commit,1048576,157,0.000119704,0.000119704,0.000119704
commit,1048576,1570,0.000163214,0.000163214,0.000163214
commit,1048576,1571,0.000197756,0.000197756,0.000197756
commit,1048576,1572,0.000165938,0.000165938,0.000165938
commit,1048576,1573,0.00017631,0.00017631,0.00017631
commit,1048576,1574,0.000148096,0.000148096,0.000148096
commit,1048576,1575,0.00015917,0.00015917,0.00015917
commit,1048576,1576,0.000179034,0.000179034,0.000179034
commit,1048576,1577,0.000156886,0.000156886,0.000156886
commit,1048576,1578,0.000160312,0.000160312,0.000160312
commit,1048576,1579,0.000164796,0.000164796,0.000164796
commit,1048576,158,0.000120144,0.000120144,0.000120144
commit,1048576,1580,0.00016708,0.00016708,0.00016708
commit,1048576,1581,0.00015873,0.00015873,0.00015873
commit,1048576,1582,0.000185362,0.000185362,0.000185362
commit,1048576,1583,0.00017499,0.00017499,0.00017499
commit,1048576,1584,0.000186242,0.000186242,0.000186242
commit,1048576,1585,0.000174812,0.000174812,0.000174812
commit,1048576,1586,0.000186242,0.000186242,0.000186242
commit,1048576,1587,0.000184922,0.000184922,0.000184922
commit,1048576,1588,0.00016796,0.00016796,0.00016796
commit,1048576,1589,0.00018466,0.00018466,0.00018466
commit,1048576,159,0.000127614,0.000127614,0.000127614
commit,1048576,1590,0.000174466,0.000174466,0.000174466
commit,1048576,1591,0.0001684,0.0001684,0.0001684
commit,1048576,1592,0.000174466,0.000174466,0.000174466
commit,1048576,1593,0.000161538,0.000161538,0.000161538
commit,1048576,1594,0.000179736,0.000179736,0.000179736
commit,1048576,1595,0.000168662,0.000168662,0.000168662
commit,1048576,1596,0.00016796,0.00016796,0.00016796
commit,1048576,1597,0.00015214,0.00015214,0.00015214
commit,1048576,1598,0.000181056,0.000181056,0.000181056
commit,1048576,1599,0.000181318,0.000181318,0.000181318
commit,1048576,16,9.2632e-05,9.2632e-05,9.2632e-05
commit,1048576,160,0.000110034,0.000110034,0.000110034
commit,1048576,1600,0.000186504,0.000186504,0.000186504
commit,1048576,1601,0.000176132,0.000176132,0.000176132
commit,1048576,1602,0.000165498,0.000165498,0.000165498
commit,1048576,1603,0.000163738,0.000163738,0.000163738
commit,1048576,1604,0.000148798,0.000148798,0.000148798
commit,1048576,1605,0.000163916,0.000163916,0.000163916
commit,1048576,1606,0.00016708,0.00016708,0.00016708
commit,1048576,1607,0.00018378,0.00018378,0.00018378
commit,1048576,1608,0.000176488,0.000176488,0.000176488
commit,1048576,1609,0.000178332,0.000178332,0.000178332
commit,1048576,161,0.000126294,0.000126294,0.000126294
commit,1048576,1610,0.000177976,0.000177976,0.000177976
commit,1048576,1611,0.000188788,0.000188788,0.000188788
commit,1048576,1612,0.000189668,0.000189668,0.000189668
commit,1048576,1613,0.000165498,0.000165498,0.000165498
commit,1048576,1614,0.000181496,0.000181496,0.000181496
commit,1048576,1615,0.000171124,0.000171124,0.000171124
commit,1048576,1616,0.00016664,0.00016664,0.00016664
commit,1048576,1617,0.00015829,0.00015829,0.00015829
commit,1048576,1618,0.000158992,0.000158992,0.000158992
commit,1048576,1619,0.000167782,0.000167782,0.000167782
commit,1048576,162,0.000121024,0.000121024,0.000121024
commit,1048576,1620,0.00018466,0.00018466,0.00018466
commit,1048576,1621,0.000160752,0.000160752,0.000160752
commit,1048576,1622,0.00015873,0.00015873,0.00015873
commit,1048576,1623,0.000156006,0.000156006,0.000156006
commit,1048576,1624,0.000170684,0.000170684,0.000170684
commit,1048576,1625,0.000188264,0.000188264,0.000188264
commit,1048576,1626,0.000151962,0.000151962,0.000151962
commit,1048576,1627,0.000190286,0.000190286,0.000190286
commit,1048576,1628,0.00016708,0.00016708,0.00016708
commit,1048576,1629,0.000178154,0.000178154,0.000178154
commit,1048576,163,0.000120584,0.000120584,0.000120584
commit,1048576,1630,0.00015741,0.00015741,0.00015741
commit,1048576,1631,0.000178332,0.000178332,0.000178332
commit,1048576,1632,0.000167258,0.000167258,0.000167258
commit,1048576,1633,0.000159872,0.000159872,0.000159872
commit,1048576,1634,0.000172706,0.000172706,0.000172706
commit,1048576,1635,0.000175168,0.000175168,0.000175168
commit,1048576,1636,0.000164796,0.000164796,0.000164796
commit,1048576,1637,0.00016928,0.00016928,0.00016928
commit,1048576,1638,0.000156006,0.000156006,0.000156006
commit,1048576,1639,0.000151522,0.000151522,0.000151522
commit,1048576,164,0.000118824,0.000118824,0.000118824
commit,1048576,1640,0.000174466,0.000174466,0.000174466
commit,1048576,1641,0.000166462,0.000166462,0.000166462
commit,1048576,1642,0.000147478,0.000147478,0.000147478
commit,1048576,1643,0.000173586,0.000173586,0.000173586
commit,1048576,1644,0.000162072,0.000162072,0.000162072
commit,1048576,1645,0.000187824,0.000187824,0.000187824
commit,1048576,1646,0.000176048,0.000176048,0.000176048
commit,1048576,1647,0.00016137,0.00016137,0.00016137
commit,1048576,1648,0.000170422,0.000170422,0.000170422
commit,1048576,1649,0.00015126,0.00015126,0.00015126
commit,1048576,165,0.000120584,0.000120584,0.000120584
commit,1048576,1650,0.000140626,0.000140626,0.000140626
commit,1048576,1651,0.000157148,0.000157148,0.000157148
commit,1048576,1652,0.000164974,0.000164974,0.000164974
commit,1048576,1653,0.00016664,0.00016664,0.00016664
commit,1048576,1654,0.00017191,0.00017191,0.00017191
commit,1048576,1655,0.00015961,0.00015961,0.00015961
commit,1048576,1656,0.000174634,0.000174634,0.000174634
commit,1048576,1657,0.000167698,0.000167698,0.000167698
commit,1048576,1658,0.000152402,0.000152402,0.000152402
commit,1048576,1659,0.000169102,0.000169102,0.000169102
commit,1048576,166,0.000119264,0.000119264,0.000119264
commit,1048576,1660,0.00015917,0.00015917,0.00015917
commit,1048576,1661,0.00016181,0.00016181,0.00016181
commit,1048576,1662,0.000177012,0.000177012,0.000177012
commit,1048576,1663,0.000167604,0.000167604,0.000167604
commit,1048576,1664,0.000163738,0.000163738,0.000163738
commit,1048576,1665,0.00016884,0.00016884,0.00016884
commit,1048576,1666,0.000147656,0.000147656,0.000147656
commit,1048576,1667,0.000172884,0.000172884,0.000172884
commit,1048576,1668,0.000162324,0.000162324,0.000162324
commit,1048576,1669,0.00015785,0.00015785,0.00015785
commit,1048576,167,0.000111794,0.000111794,0.000111794
commit,1048576,1670,0.00016752,0.00016752,0.00016752
commit,1048576,1671,0.000160752,0.000160752,0.000160752
commit,1048576,1672,0.000174728,0.000174728,0.000174728
commit,1048576,1673,0.000159348,0.000159348,0.000159348
commit,1048576,1674,0.00015126,0.00015126,0.00015126
commit,1048576,1675,0.000161632,0.000161632,0.000161632
commit,1048576,1676,0.000170244,0.000170244,0.000170244
commit,1048576,1677,0.00017675,0.00017675,0.00017675
commit,1048576,1678,0.000166818,0.000166818,0.000166818
commit,1048576,1679,0.000191868,0.000191868,0.000191868
commit,1048576,168,0.000121904,0.000121904,0.000121904
commit,1048576,1680,0.00017411,0.00017411,0.00017411
commit,1048576,1681,0.00017147,0.00017147,0.00017147
commit,1048576,1682,0.0001662,0.0001662,0.0001662
commit,1048576,1683,0.000150118,0.000150118,0.000150118
commit,1048576,1684,0.000171742,0.000171742,0.000171742
commit,1048576,1685,0.00015038,0.00015038,0.00015038
commit,1048576,1686,0.000161192,0.000161192,0.000161192
commit,1048576,1687,0.000172968,0.000172968,0.000172968
commit,1048576,1688,0.00017587,0.00017587,0.00017587
commit,1048576,1689,0.000173586,0.000173586,0.000173586
commit,1048576,169,0.000121464,0.000121464,0.000121464
commit,1048576,1690,0.00017279,0.00017279,0.00017279
commit,1048576,1691,0.000149678,0.000149678,0.000149678
commit,1048576,1692,0.0001684,0.0001684,0.0001684
commit,1048576,1693,0.000149678,0.000149678,0.000149678
commit,1048576,1694,0.000146598,0.000146598,0.000146598
commit,1048576,1695,0.000159872,0.000159872,0.000159872
commit,1048576,1696,0.000155828,0.000155828,0.000155828
commit,1048576,1697,0.000174728,0.000174728,0.000174728
commit,1048576,1698,0.00014291,0.00014291,0.00014291
commit,1048576,1699,0.000155388,0.000155388,0.000155388
commit,1048576,17,9.2192e-05,9.2192e-05,9.2192e-05
commit,1048576,170,0.000119704,0.000119704,0.000119704
commit,1048576,1700,0.000174288,0.000174288,0.000174288
commit,1048576,1701,0.000174456,0.000174456,0.000174456
commit,1048576,1702,0.000173586,0.000173586,0.000173586
commit,1048576,1703,0.000168484,0.000168484,0.000168484
commit,1048576,1704,0.00015917,0.00015917,0.00015917
commit,1048576,1705,0.0001851,0.0001851,0.0001851
commit,1048576,1706,0.000167698,0.000167698,0.000167698
commit,1048576,1707,0.000162858,0.000162858,0.000162858
commit,1048576,1708,0.00016093,0.00016093,0.00016093
commit,1048576,1709,0.000171302,0.000171302,0.000171302
commit,1048576,171,0.000121904,0.000121904,0.000121904
commit,1048576,1710,0.000167258,0.000167258,0.000167258
commit,1048576,1711,0.00016796,0.00016796,0.00016796
commit,1048576,1712,0.000148976,0.000148976,0.000148976
commit,1048576,1713,0.000174728,0.000174728,0.000174728
commit,1048576,1714,0.000155566,0.000155566,0.000155566
commit,1048576,1715,0.000158028,0.000158028,0.000158028
commit,1048576,1716,0.000158028,0.000158028,0.000158028
commit,1048576,1717,0.0001684,0.0001684,0.0001684
commit,1048576,1718,0.00015829,0.00015829,0.00015829
